"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","62","should show the offer image if it has one","AdageOfferHeader","Thu Jan 16 17:00:04 UTC 2025","passed","Thu Jan 16 17:00:04 UTC 2025","","","",""
"","8","should not reposition svg groups when the user scrolls when the user prefers reduced motion","AdageDiscoveryBanner","Thu Jan 16 17:03:18 UTC 2025","passed","Thu Jan 16 17:03:18 UTC 2025","","","",""
"","89","should render the cultural partner panel","AdageOfferPartnerPanel","Thu Jan 16 17:00:48 UTC 2025","passed","Thu Jan 16 17:00:48 UTC 2025","","","",""
"","3050","should display localisation filter with departments options if user has selected departement filter","offersSearch component","Thu Jan 16 16:59:08 UTC 2025","passed","Thu Jan 16 16:59:12 UTC 2025","","","",""
"","30","should display the breadcrumb with a link back to my institution page if the url contains 'mon-etablissement'","OfferInfos","Thu Jan 16 17:00:13 UTC 2025","passed","Thu Jan 16 17:00:13 UTC 2025","","","",""
"","0","should return false for 'not allowed action CAN_DUPLICATE on b…'","isActionAllowedOnCollectiveOffer","Thu Jan 16 17:02:19 UTC 2025","passed","Thu Jan 16 17:02:19 UTC 2025","","","",""
"","1","should return the students level map with specific keys enabled","buildStudentLevelsMapWithDefaultValue","Thu Jan 16 17:02:27 UTC 2025","passed","Thu Jan 16 17:02:27 UTC 2025","","","",""
"","156","should call refine function when the form is submitted","Autocomplete","Thu Jan 16 16:59:36 UTC 2025","passed","Thu Jan 16 16:59:36 UTC 2025","","","",""
"","128","should let download several invoices at same time","reimbursementsWithFilters","Thu Jan 16 16:58:49 UTC 2025","passed","Thu Jan 16 16:58:49 UTC 2025","","","",""
"","13","should be 0 when individual offer has no stock","IndividualOfferRow","Thu Jan 16 16:59:09 UTC 2025","passed","Thu Jan 16 16:59:09 UTC 2025","","offer remaining quantity or institution","",""
"","480","should submit data when submit button is clicked","UserReviewDialog","Thu Jan 16 17:00:52 UTC 2025","passed","Thu Jan 16 17:00:52 UTC 2025","","","",""
"","20","should not display publication date if offer is published","IndivualOfferLayout","Thu Jan 16 17:00:21 UTC 2025","passed","Thu Jan 16 17:00:21 UTC 2025","","","",""
"","72","should show an error message when an error occurs after clicking on ""Masquer"" button when some offers are selected","ActionsBar","Thu Jan 16 16:58:26 UTC 2025","passed","Thu Jan 16 16:58:26 UTC 2025","","","",""
"","25","should render booking limit date when it's given","Summary stock section","Thu Jan 16 16:59:18 UTC 2025","passed","Thu Jan 16 16:59:18 UTC 2025","","for stock thing","",""
"","117","should try to duplicate a bookable with collective offer error","CollectiveActionsCells","Thu Jan 16 16:58:44 UTC 2025","passed","Thu Jan 16 16:58:44 UTC 2025","","CollectiveActionsCells:Duplicate","",""
"","40","should display venue link when no result and venue filter active","NoResultPage","Thu Jan 16 17:03:09 UTC 2025","passed","Thu Jan 16 17:03:09 UTC 2025","","","",""
"","40","should close the Callout","Callout","Thu Jan 16 17:02:02 UTC 2025","passed","Thu Jan 16 17:02:02 UTC 2025","","","",""
"","26","should enforce absolute links","ButtonLink","Thu Jan 16 17:01:51 UTC 2025","passed","Thu Jan 16 17:01:51 UTC 2025","","","",""
"","225","should render collective offer preview edition","CollectiveOfferPreviewCreation","Thu Jan 16 17:02:22 UTC 2025","passed","Thu Jan 16 17:02:22 UTC 2025","","","",""
"","8","should never display ""Récapitulatif"" step","IndividualOfferNavigation","Thu Jan 16 16:59:37 UTC 2025","passed","Thu Jan 16 16:59:37 UTC 2025","","on read-only mode","",""
"","76","should should change image when changing venue","PartnerPages","Thu Jan 16 17:00:47 UTC 2025","passed","Thu Jan 16 17:00:48 UTC 2025","","","",""
"","164","should show notification with information message when there are more than 5 pages","components | BookingsRecap | Pro user","Thu Jan 16 16:58:26 UTC 2025","passed","Thu Jan 16 16:58:26 UTC 2025","","","",""
"","282","should reset filter onclick modal clear artistic domain","OfferFilters","Thu Jan 16 16:59:28 UTC 2025","passed","Thu Jan 16 16:59:29 UTC 2025","","","",""
"","0","should render 'Votre stock est expiré.'","getStockWarningText","Thu Jan 16 17:02:59 UTC 2025","passed","Thu Jan 16 17:02:59 UTC 2025","","","",""
"","79","should display the title of the adage discovery page","AdageDiscoveryBanner","Thu Jan 16 17:03:18 UTC 2025","passed","Thu Jan 16 17:03:18 UTC 2025","","","",""
"","125","should render image uploader for existing file","ImageUploader","Thu Jan 16 17:02:05 UTC 2025","passed","Thu Jan 16 17:02:05 UTC 2025","","","",""
"","468","should not let add more than 20 price categories","PriceCategories","Thu Jan 16 16:59:37 UTC 2025","passed","Thu Jan 16 16:59:38 UTC 2025","","","",""
"","1","should return true for today and future hours","isTimeInTheFuture","Thu Jan 16 17:01:53 UTC 2025","passed","Thu Jan 16 17:01:53 UTC 2025","","","",""
"","38","should render text for one offer","DeactivationConfirmDialog","Thu Jan 16 17:01:52 UTC 2025","passed","Thu Jan 16 17:01:52 UTC 2025","","","",""
"","16","should display booking link for used booking","OfferEducationalActions","Thu Jan 16 16:59:22 UTC 2025","passed","Thu Jan 16 16:59:22 UTC 2025","","","",""
"","20","should display the institution budget","AdageHeader","Thu Jan 16 17:00:11 UTC 2025","passed","Thu Jan 16 17:00:11 UTC 2025","","","",""
"","31","should not be able to check all offers for performance reasons","IndividualOffersScreen","Thu Jan 16 16:58:22 UTC 2025","passed","Thu Jan 16 16:58:22 UTC 2025","","when user is admin","",""
"","90","should call tracker for new offer playlist element","AdageDiscovery","Thu Jan 16 17:01:24 UTC 2025","passed","Thu Jan 16 17:01:24 UTC 2025","","","",""
"","7","should display link for eac informations if has adage id and already created offer","VenueOfferSteps","Thu Jan 16 16:59:56 UTC 2025","passed","Thu Jan 16 16:59:56 UTC 2025","","","",""
"","595","should call submit prop when user clicks on ""Se connecter""","SignIn","Thu Jan 16 16:58:58 UTC 2025","passed","Thu Jan 16 16:58:59 UTC 2025","","","",""
"","1","should return vitual venues when categoryStatus is ONLINE only","getFilteredVenueList","Thu Jan 16 17:01:15 UTC 2025","passed","Thu Jan 16 17:01:15 UTC 2025","","getFilteredVenueListBySubcategory","",""
"","438","should display an error message when there is an api error","CollectiveOfferConfirmation","Thu Jan 16 17:00:01 UTC 2025","passed","Thu Jan 16 17:00:01 UTC 2025","","","",""
"","1","should serialize data for stock event edition","serializeStockEventEdition","Thu Jan 16 17:01:35 UTC 2025","passed","Thu Jan 16 17:01:35 UTC 2025","","","",""
"","98","should display previsionnal income only for current year","Income","Thu Jan 16 16:58:45 UTC 2025","passed","Thu Jan 16 16:58:45 UTC 2025","","when the user changes year selection","",""
"","112","should deactivate an offer and confirm","StatusToggleButton","Thu Jan 16 17:00:26 UTC 2025","passed","Thu Jan 16 17:00:26 UTC 2025","","","",""
"","54","should render tags correctly","SelectedValuesTags","Thu Jan 16 17:01:43 UTC 2025","passed","Thu Jan 16 17:01:43 UTC 2025","","","",""
"","1","should should detect 'MQ' country code","getPhoneNumberValues","Thu Jan 16 17:02:44 UTC 2025","passed","Thu Jan 16 17:02:44 UTC 2025","","","",""
"","1","should return the type of coordinates","getCoordsType","Thu Jan 16 17:01:38 UTC 2025","passed","Thu Jan 16 17:01:38 UTC 2025","","","",""
"","39","should not show cancel button when ENABLE_COLLECTIVE_NEW_STATUSES and offer has not CAN_CANCEL allowed action","CollectiveActionsCells","Thu Jan 16 16:58:44 UTC 2025","passed","Thu Jan 16 16:58:45 UTC 2025","","","",""
"","85","should display edit button","VenueProviderCard","Thu Jan 16 17:00:26 UTC 2025","passed","Thu Jan 16 17:00:26 UTC 2025","","Allociné provider","",""
"","3","should remove the notification when closing it","notificationsReducer","Thu Jan 16 17:03:14 UTC 2025","passed","Thu Jan 16 17:03:14 UTC 2025","","","",""
"","47","should trigger onClick","Stepper","Thu Jan 16 17:01:18 UTC 2025","passed","Thu Jan 16 17:01:18 UTC 2025","","","",""
"","19","should redirect to offerer screen if there is no offerer name","screens:SignupJourney::OffererAuthentication","Thu Jan 16 17:00:19 UTC 2025","passed","Thu Jan 16 17:00:19 UTC 2025","","","",""
"","23","should update aria pane name announcer region when user navigates to another page","usePageTitle","Thu Jan 16 17:02:01 UTC 2025","passed","Thu Jan 16 17:02:01 UTC 2025","","","",""
"","548","render stock event row","screens:StocksEventEdition","Thu Jan 16 16:58:29 UTC 2025","passed","Thu Jan 16 16:58:29 UTC 2025","","","",""
"","97","should show the e-mail address","AdageOfferPartnerSection","Thu Jan 16 17:02:43 UTC 2025","passed","Thu Jan 16 17:02:44 UTC 2025","","","",""
"","37","should display partner link if user as partner page","SideNavLinks","Thu Jan 16 17:00:20 UTC 2025","passed","Thu Jan 16 17:00:20 UTC 2025","","","",""
"","8","should not display actions when selected offers have the wrong status","ActionsBar","Thu Jan 16 16:58:59 UTC 2025","passed","Thu Jan 16 16:58:59 UTC 2025","","","",""
"","1","should sort offerer addresses alphabetically","formatAndOrderVenues","Thu Jan 16 17:00:57 UTC 2025","passed","Thu Jan 16 17:00:57 UTC 2025","","formatAndOrderAddresses","",""
"","193","should offer the national program oprtions filtered for the selected domains","FormOfferType","Thu Jan 16 17:02:50 UTC 2025","passed","Thu Jan 16 17:02:51 UTC 2025","","","",""
"","1","should return a formatted date with Reunion departement code and default format","formatLocalTimeDateString","Thu Jan 16 17:00:49 UTC 2025","passed","Thu Jan 16 17:00:49 UTC 2025","","","",""
"","164","should render the button menu","Layout","Thu Jan 16 17:01:08 UTC 2025","passed","Thu Jan 16 17:01:08 UTC 2025","on smaller screen sizes","side navigation","",""
"","96","should display a success message notification when booking worked","offer item","Thu Jan 16 17:00:39 UTC 2025","passed","Thu Jan 16 17:00:39 UTC 2025","","","",""
"","28","should not block when going outside and form is not touched","screens:StocksThing","Thu Jan 16 16:58:35 UTC 2025","passed","Thu Jan 16 16:58:35 UTC 2025","","","",""
"","7","should warn user that offerer is being validated when offerer is not yet validated","OffererBanners","Thu Jan 16 17:00:56 UTC 2025","passed","Thu Jan 16 17:00:56 UTC 2025","","","",""
"","240","should display error message when phone number is not valid","RequestFormDialog","Thu Jan 16 16:59:33 UTC 2025","passed","Thu Jan 16 16:59:34 UTC 2025","","","",""
"","91","should not display date selection table and submit should be clickable if only one date is returned","DownloadBookingModal","Thu Jan 16 17:00:05 UTC 2025","passed","Thu Jan 16 17:00:05 UTC 2025","","","",""
"","649","should show all student levels when WIP_ENABLE_MARSEILLE is on","CollectiveDataForm","Thu Jan 16 17:02:03 UTC 2025","passed","Thu Jan 16 17:02:03 UTC 2025","","","",""
"","48","should set initial page title","usePageTitle","Thu Jan 16 17:02:00 UTC 2025","passed","Thu Jan 16 17:02:01 UTC 2025","","","",""
"","60","should destroy firebase when consent is taken back","useFirebase","Thu Jan 16 17:00:46 UTC 2025","passed","Thu Jan 16 17:00:46 UTC 2025","","","",""
"","41","should log a tracking event when clicking the share button","OfferShareLink","Thu Jan 16 17:02:18 UTC 2025","passed","Thu Jan 16 17:02:18 UTC 2025","","","",""
"","97","should render component on getOffererNames error","Reimbursement page","Thu Jan 16 17:00:59 UTC 2025","passed","Thu Jan 16 17:00:59 UTC 2025","","","",""
"","10","should delay the change of the count for the hidden counter","FieldLayoutCharacterCount","Thu Jan 16 17:02:52 UTC 2025","passed","Thu Jan 16 17:02:52 UTC 2025","","","",""
"","11","should not render sitemap if user is not connected","Footer","Thu Jan 16 17:03:00 UTC 2025","passed","Thu Jan 16 17:03:00 UTC 2025","","","",""
"","75","should show an error message notification when domains could not be fetched","offersSearch component","Thu Jan 16 16:59:13 UTC 2025","passed","Thu Jan 16 16:59:13 UTC 2025","","","",""
"","28","should display saving information in action bar","CollectiveOfferVisibility","Thu Jan 16 16:58:52 UTC 2025","passed","Thu Jan 16 16:58:52 UTC 2025","","","",""
"","53","should not render a back to nav link when not connected","Layout","Thu Jan 16 17:01:08 UTC 2025","passed","Thu Jan 16 17:01:08 UTC 2025","","about main heading & back to nav link","",""
"","84","should unselect option when the user removes a tag","SelectAutocomplete","Thu Jan 16 16:58:29 UTC 2025","passed","Thu Jan 16 16:58:29 UTC 2025","","tags","",""
"","137","should check that token is valid and display booking details"," Desk","Thu Jan 16 16:59:52 UTC 2025","passed","Thu Jan 16 16:59:52 UTC 2025","","should validate while user is typing","",""
"","136","should redirect user on offerer page on continue button click","ConfirmedAttachment trackers","Thu Jan 16 17:02:03 UTC 2025","passed","Thu Jan 16 17:02:04 UTC 2025","","","",""
"","106","should render loader while fetching data","CollectiveTableRow","Thu Jan 16 17:01:33 UTC 2025","passed","Thu Jan 16 17:01:33 UTC 2025","","","",""
"","129","should render sold out warning","Summary stock section","Thu Jan 16 16:59:18 UTC 2025","passed","Thu Jan 16 16:59:18 UTC 2025","","for general case","",""
"","45","should display 1 date and time when dates are the same","OfferNameCell","Thu Jan 16 17:01:15 UTC 2025","passed","Thu Jan 16 17:01:15 UTC 2025","","","",""
"","519","should filter offers given status filter when clicking on ""Appliquer""","route TemplateCollectiveOffers","Thu Jan 16 16:58:47 UTC 2025","passed","Thu Jan 16 16:58:48 UTC 2025","status filters","filters","",""
"","29","should not render EAN search when the draft offer is non product-based","IndividualOfferDetails","Thu Jan 16 16:58:18 UTC 2025","passed","Thu Jan 16 16:58:18 UTC 2025","about EAN search > when the draft offer being created is no longer local but posted","on creation","",""
"","0","should correctly serialize extra data with empty values","serializeExtraData","Thu Jan 16 16:59:11 UTC 2025","passed","Thu Jan 16 16:59:11 UTC 2025","","","",""
"","1","should transform the api response errors of an array field into an error structure compatible with formik","serializeApiErrors","Thu Jan 16 17:00:50 UTC 2025","passed","Thu Jan 16 17:00:50 UTC 2025","","","",""
"","1","should map api response errors to form one without changes","serializeApiErrors","Thu Jan 16 17:00:50 UTC 2025","passed","Thu Jan 16 17:00:50 UTC 2025","","","",""
"","43","should only display mail","RequestFormDialog","Thu Jan 16 16:59:32 UTC 2025","passed","Thu Jan 16 16:59:32 UTC 2025","","","",""
"","1","should create a template from an offer with offer default form","computeInitialValuesFromOffer","Thu Jan 16 17:01:10 UTC 2025","passed","Thu Jan 16 17:01:10 UTC 2025","","","",""
"","0","should return list containing only BookingRecap matching token keywords with different case","filterBookingsRecap","Thu Jan 16 16:59:25 UTC 2025","passed","Thu Jan 16 16:59:25 UTC 2025","","","",""
"","57","should not link offerer to user when they cancel","screens:SignupJourney::Offerers","Thu Jan 16 16:59:20 UTC 2025","passed","Thu Jan 16 16:59:20 UTC 2025","","modal handling","",""
"","1238","should display error fields","CollectiveDataEdition","Thu Jan 16 16:58:39 UTC 2025","passed","Thu Jan 16 16:58:40 UTC 2025","","error fields","",""
"","70","should display offerer screen on submit","screens:SignupJourney::OffererAuthentication","Thu Jan 16 17:00:19 UTC 2025","passed","Thu Jan 16 17:00:19 UTC 2025","","","",""
"","318","should call getVenue and display Venue Form screen on success","route VenueEdition","Thu Jan 16 16:59:17 UTC 2025","passed","Thu Jan 16 16:59:17 UTC 2025","","","",""
"","76","should navigate to activity page with the previous step button","ValidationScreen","Thu Jan 16 16:59:20 UTC 2025","passed","Thu Jan 16 16:59:21 UTC 2025","","user actions","",""
"","75","should display banner if offerer has no pricing point and venue has no siret","ReimbursementFields","Thu Jan 16 17:01:47 UTC 2025","passed","Thu Jan 16 17:01:47 UTC 2025","","","",""
"","1","should return -1 when first row offer name comes before second row offer name","sortByOfferName","Thu Jan 16 17:00:19 UTC 2025","passed","Thu Jan 16 17:00:19 UTC 2025","","","",""
"","261","should display error message when invalidation failed"," Desk","Thu Jan 16 16:59:53 UTC 2025","passed","Thu Jan 16 16:59:53 UTC 2025","","should invalidate contremarque when the user submits the form","",""
"","103","should have max number page of 50","route Offers","Thu Jan 16 16:58:18 UTC 2025","passed","Thu Jan 16 16:58:18 UTC 2025","when 501 offers are fetched","page navigation","",""
"","101","should change placeholder when user change country code","PhoneNumberInput","Thu Jan 16 17:01:30 UTC 2025","passed","Thu Jan 16 17:01:30 UTC 2025","","","",""
"","16","should show duplicate button if offer is bookable and ff is active","CollectiveEditionOfferNavigation","Thu Jan 16 16:59:04 UTC 2025","passed","Thu Jan 16 16:59:04 UTC 2025","","","",""
"","6","should return the correct patch offer payload for a non-template offer","createPatchOfferPayload","Thu Jan 16 17:00:54 UTC 2025","passed","Thu Jan 16 17:00:54 UTC 2025","","","",""
"","144","should disable saved history when cookies are disabled","Autocomplete","Thu Jan 16 16:59:37 UTC 2025","passed","Thu Jan 16 16:59:37 UTC 2025","","","",""
"","139","should display error message if siret does not match siren if venue is non virtual","components | SiretOrCommentFields","Thu Jan 16 16:59:15 UTC 2025","passed","Thu Jan 16 16:59:15 UTC 2025","","should validate SIRET on submit","",""
"","1","should create a template offer payload with email infos when the email option is checked in the form","createOfferPayload","Thu Jan 16 17:01:24 UTC 2025","passed","Thu Jan 16 17:01:24 UTC 2025","","","",""
"","68","should display venue header with the FF for collective offers","route Offers","Thu Jan 16 16:58:22 UTC 2025","passed","Thu Jan 16 16:58:22 UTC 2025","","With WIP_ENABLE_OFFER_ADDRESS FF","",""
"","19","should refresh the offers list when the offer status is modified and the FF WIP_ENABLE_NEW_COLLECTIVE_OFFERS_AND_BOOKINGS_STRUCTURE is enabled","ActionsBar","Thu Jan 16 16:58:26 UTC 2025","passed","Thu Jan 16 16:58:26 UTC 2025","","","",""
"","13","should not display the acces libre callout in creation","Accessibility","Thu Jan 16 17:00:12 UTC 2025","passed","Thu Jan 16 17:00:12 UTC 2025","","","",""
"","1","should not set null when quantity value is 0","serializeStockThingList","Thu Jan 16 17:01:33 UTC 2025","passed","Thu Jan 16 17:01:33 UTC 2025","","","",""
"","80","should track on import","StocksProviderForm","Thu Jan 16 17:01:24 UTC 2025","passed","Thu Jan 16 17:01:24 UTC 2025","","on form submit","",""
"","42","should show cancel button when ENABLE_COLLECTIVE_NEW_STATUSES and offer has CAN_CANCEL allowed action","CollectiveActionsCells","Thu Jan 16 16:58:44 UTC 2025","passed","Thu Jan 16 16:58:44 UTC 2025","","","",""
"","3819","should require a title with less than 110 chars (and truncate longer strings)","screens | OfferEducational : creation offer type step","Thu Jan 16 16:59:43 UTC 2025","passed","Thu Jan 16 16:59:47 UTC 2025","","title, description and duration inputs","",""
"","64","should render 1 bookings","IndividualOfferBookingsSummaryScreen","Thu Jan 16 17:00:34 UTC 2025","passed","Thu Jan 16 17:00:34 UTC 2025","","","",""
"","121","should display Siret by default","components | SiretOrCommentFields","Thu Jan 16 16:59:15 UTC 2025","passed","Thu Jan 16 16:59:15 UTC 2025","","","",""
"","2","should validate the form for case: missing ending date for daily recurrence","validationSchema","Thu Jan 16 17:00:56 UTC 2025","passed","Thu Jan 16 17:00:56 UTC 2025","","","",""
"","29","should not clear the input on focus","SelectAutocomplete","Thu Jan 16 16:58:30 UTC 2025","passed","Thu Jan 16 16:58:30 UTC 2025","","","",""
"","304","should trim values when searching in a SelectAutocomplete","CollectiveOfferVisibility","Thu Jan 16 16:58:51 UTC 2025","passed","Thu Jan 16 16:58:52 UTC 2025","","","",""
"","125","should not display select if only one venue","PartnerPages","Thu Jan 16 17:00:47 UTC 2025","passed","Thu Jan 16 17:00:47 UTC 2025","","","",""
"","48","should update the selected omniSearch criteria when selecting an omniSearchCriteria","components | FilterByOmniSearch","Thu Jan 16 17:00:09 UTC 2025","passed","Thu Jan 16 17:00:09 UTC 2025","","","",""
"","2","should build proper query given offers filters","computeIndividualOffersUrl","Thu Jan 16 17:03:08 UTC 2025","passed","Thu Jan 16 17:03:08 UTC 2025","","","",""
"","179","should show the redirect modal","CollectiveOfferPreviewCreation","Thu Jan 16 17:01:07 UTC 2025","passed","Thu Jan 16 17:01:07 UTC 2025","","","",""
"","92","should notify an error when submit fail","PriceCategories","Thu Jan 16 16:59:47 UTC 2025","passed","Thu Jan 16 16:59:47 UTC 2025","","","",""
"","42","should not show a count restriction message if options are not exceeding the maximum count","SelectAutocomplete","Thu Jan 16 16:58:30 UTC 2025","passed","Thu Jan 16 16:58:30 UTC 2025","","","",""
"","90","should display a red filter icon","components | FilterByBookingStatus","Thu Jan 16 17:00:15 UTC 2025","passed","Thu Jan 16 17:00:15 UTC 2025","","on focus on the filter icon","",""
"","70","should display invoice banner","reimbursementsWithFilters","Thu Jan 16 16:58:49 UTC 2025","passed","Thu Jan 16 16:58:49 UTC 2025","","","",""
"","10","should validate withdrawalType correctly","getValidationSchema","Thu Jan 16 17:00:43 UTC 2025","passed","Thu Jan 16 17:00:43 UTC 2025","","","",""
"","61","should render the revenue page nested link in ""Gestion financière"" list","Sitemap","Thu Jan 16 17:00:37 UTC 2025","passed","Thu Jan 16 17:00:37 UTC 2025","","when the offerer stats v2 feature is active","",""
"","89","should log event when duplicating a bookable offer","CollectiveActionsCells","Thu Jan 16 16:58:44 UTC 2025","passed","Thu Jan 16 16:58:44 UTC 2025","","CollectiveActionsCells:Duplicate","",""
"","63","should not disable filter if has invoices","reimbursementsWithFilters","Thu Jan 16 16:58:49 UTC 2025","passed","Thu Jan 16 16:58:49 UTC 2025","","","",""
"","24","should display the venue name when venue public name is not given","ollectiveOfferRow","Thu Jan 16 16:58:47 UTC 2025","passed","Thu Jan 16 16:58:47 UTC 2025","","","",""
"","832","should display new stocks notification when creating new stock","screens:StocksEventEdition","Thu Jan 16 16:58:31 UTC 2025","passed","Thu Jan 16 16:58:32 UTC 2025","","","",""
"","12","should display specific message when venue is virtual","VenueFormScreen","Thu Jan 16 16:59:19 UTC 2025","passed","Thu Jan 16 16:59:19 UTC 2025","","","",""
"","58","should display Bank account filter when several","reimbursementsWithFilters","Thu Jan 16 16:58:50 UTC 2025","passed","Thu Jan 16 16:58:50 UTC 2025","","","",""
"","919","should not display error fields when fields are valid","CollectiveDataEdition","Thu Jan 16 16:58:40 UTC 2025","passed","Thu Jan 16 16:58:41 UTC 2025","","error fields","",""
"","183","should display confirmation message and empty field when contremarque is validated"," Desk","Thu Jan 16 16:59:52 UTC 2025","passed","Thu Jan 16 16:59:53 UTC 2025","","should validate contremarque when the user submits the form","",""
"","284","should request bookings of selected period when user clicks on ""Afficher""","components | BookingsRecap | Pro user","Thu Jan 16 16:58:26 UTC 2025","passed","Thu Jan 16 16:58:26 UTC 2025","","","",""
"","24","should show the cultural partner contact button","AdageOfferPartnerPanel","Thu Jan 16 17:00:48 UTC 2025","passed","Thu Jan 16 17:00:48 UTC 2025","","","",""
"","4181","should not display the 501st offer","route TemplateCollectiveOffers","Thu Jan 16 16:58:51 UTC 2025","passed","Thu Jan 16 16:58:55 UTC 2025","when 501 offers are fetched","page navigation","",""
"","371","should test eligibility and display venue input if offerer is eligible","screens | OfferEducational : creation offerer step","Thu Jan 16 17:00:07 UTC 2025","passed","Thu Jan 16 17:00:07 UTC 2025","","when there is only one offerer associated with the account","",""
"","1","should disable all fields when there offer is rejected or pending","setFormReadOnlyFields","Thu Jan 16 16:59:11 UTC 2025","passed","Thu Jan 16 16:59:11 UTC 2025","","","",""
"","11","should disable the remove buttons when disabled prop is true","SelectedValuesTags","Thu Jan 16 17:01:44 UTC 2025","passed","Thu Jan 16 17:01:44 UTC 2025","","","",""
"","71","should return an error when booking cancellation failed","collectiveActionButton api call","Thu Jan 16 16:59:54 UTC 2025","passed","Thu Jan 16 16:59:54 UTC 2025","","","",""
"","13","should render confirmation page when offer is active and template","CollectiveOfferConfirmation","Thu Jan 16 17:01:44 UTC 2025","passed","Thu Jan 16 17:01:44 UTC 2025","","","",""
"","3","should reject non french phone number with region code","french phone number with region code","Thu Jan 16 17:01:08 UTC 2025","passed","Thu Jan 16 17:01:08 UTC 2025","","","",""
"","106","should remove venue tag on click","FiltersTag","Thu Jan 16 16:59:56 UTC 2025","passed","Thu Jan 16 16:59:56 UTC 2025","","","",""
"","11","should display an Information callout","Callout","Thu Jan 16 17:02:02 UTC 2025","passed","Thu Jan 16 17:02:02 UTC 2025","","","",""
"","168","should display error message and empty field when contremarque could not be validated"," Desk","Thu Jan 16 16:59:53 UTC 2025","passed","Thu Jan 16 16:59:53 UTC 2025","","should validate contremarque when the user submits the form","",""
"","110","should show a success notification if nothing has been touched","screens:StocksThing","Thu Jan 16 16:59:34 UTC 2025","passed","Thu Jan 16 16:59:35 UTC 2025","","","",""
"","531","should redirect to stock on submit","screens | OfferEducational : event address step","Thu Jan 16 17:01:39 UTC 2025","passed","Thu Jan 16 17:01:40 UTC 2025","","","",""
"","114","should render edit button","test ButtonImageEdit","Thu Jan 16 17:02:03 UTC 2025","passed","Thu Jan 16 17:02:03 UTC 2025","","","",""
"","201","the user should see the home offer steps if they do not have any venues","Homepage","Thu Jan 16 16:59:59 UTC 2025","passed","Thu Jan 16 16:59:59 UTC 2025","","","",""
"","129","should render errors","screens:SignupJourney::OffererForm","Thu Jan 16 17:00:34 UTC 2025","passed","Thu Jan 16 17:00:34 UTC 2025","","","",""
"","109","should display an unchecked by default checkbox to select all offers when user is not admin","CollectiveOffersScreen","Thu Jan 16 16:58:38 UTC 2025","passed","Thu Jan 16 16:58:38 UTC 2025","","","",""
"","368","should have the status in the url value when user filters by multiple statuses","route CollectiveOffers","Thu Jan 16 16:59:49 UTC 2025","passed","Thu Jan 16 16:59:49 UTC 2025","","url query params","",""
"","2","should not call API when SIREN is empty","getSirenData","Thu Jan 16 17:02:04 UTC 2025","passed","Thu Jan 16 17:02:04 UTC 2025","","","",""
"","53","should log an event on page load","useLogExtraProData","Thu Jan 16 17:02:07 UTC 2025","passed","Thu Jan 16 17:02:07 UTC 2025","","","",""
"","63","should render app preview venue","AppPreviewVenue","Thu Jan 16 17:03:26 UTC 2025","passed","Thu Jan 16 17:03:26 UTC 2025","","","",""
"","39","should not render when the offer is not set","OfferType","Thu Jan 16 17:03:07 UTC 2025","passed","Thu Jan 16 17:03:07 UTC 2025","","","",""
"","2","when it is only minutes","formatDuration","Thu Jan 16 17:03:36 UTC 2025","passed","Thu Jan 16 17:03:36 UTC 2025","","","",""
"","63","should display departments and academies button in localisation filter modal","OfferFilters","Thu Jan 16 16:59:29 UTC 2025","passed","Thu Jan 16 16:59:29 UTC 2025","","","",""
"","11","should show the normal contact form if the offer is bookable","FormContact","Thu Jan 16 17:02:54 UTC 2025","passed","Thu Jan 16 17:02:54 UTC 2025","","","",""
"","109","should let going to stock when form has been filled in creation","PriceCategories","Thu Jan 16 17:00:31 UTC 2025","passed","Thu Jan 16 17:00:31 UTC 2025","","","",""
"","0","should compute max width for original ""landscape"" target ""portrait""","getCropMaxDimension","Thu Jan 16 17:02:46 UTC 2025","passed","Thu Jan 16 17:02:46 UTC 2025","","","",""
"","2","should do nothing","handleAllFranceDepartmentOptions","Thu Jan 16 17:01:42 UTC 2025","passed","Thu Jan 16 17:01:42 UTC 2025","","","",""
"","242","should have venue value when user filters by venue","route CollectiveOffers","Thu Jan 16 16:59:48 UTC 2025","passed","Thu Jan 16 16:59:48 UTC 2025","","url query params","",""
"","3","should not display pre publishing banner in edition mode","Summary","Thu Jan 16 16:58:13 UTC 2025","passed","Thu Jan 16 16:58:13 UTC 2025","","banners","",""
"","1","should return an error for wrong siret lengths","getsiretData","Thu Jan 16 17:02:19 UTC 2025","passed","Thu Jan 16 17:02:19 UTC 2025","","","",""
"","123","should display the individual title","route VenueEdition","Thu Jan 16 16:59:17 UTC 2025","passed","Thu Jan 16 16:59:17 UTC 2025","","","",""
"","14","should see archive button when FF status is enable and archive action is possible for bookable offer","CollectiveEditionOfferNavigation","Thu Jan 16 16:59:04 UTC 2025","passed","Thu Jan 16 16:59:04 UTC 2025","","","",""
"","911","should show a notification on api call error","Signup","Thu Jan 16 16:59:15 UTC 2025","passed","Thu Jan 16 16:59:16 UTC 2025","formValidation","render","",""
"","45","should display survey satisfaction","offers","Thu Jan 16 16:58:17 UTC 2025","passed","Thu Jan 16 16:58:17 UTC 2025","","","",""
